DateTimeStmp,Year,DayOfWeek,DayOfMonth,DayOfYear,WeekOfYear,Hour,Month,season,space_id,Time,Electricity,NaturalGas,Steam,Temperature,HDD,CDD,Total,Elec_Baseload,Total_Baseload
201206062000,2012,4,6,158,22,20,6,summer,2,2012-06-06 20:00:00,40.8400857449,,33.2618055556,12.15,0.975,0,74.1055555556,35.7455779648,44.8909444444
201206070000,2012,5,7,159,22,0,6,summer,2,2012-06-07 00:00:00,36.1951546669,,28.353125,11.2,1.1333333333,0,64.540625,35.7455779648,44.8909444444
201206070400,2012,5,7,159,22,4,6,summer,2,2012-06-07 04:00:00,40.4171516895,,218.6194444444,10.45,1.2583333333,0,259.0569444444,35.7455779648,44.8909444444
201206070800,2012,5,7,159,22,8,6,summer,2,2012-06-07 08:00:00,91.1154632568,,376.2833333333,9.875,1.3541666667,0,467.4083333333,35.7455779648,44.8909444444
201206071200,2012,5,7,159,22,12,6,summer,2,2012-06-07 12:00:00,95.3988227844,,327.1232638889,11.375,1.1041666667,0,422.2170138889,35.7671838531,41.5541333333
201206071600,2012,5,7,159,22,16,6,summer,2,2012-06-07 16:00:00,72.5887703896,,58.6111111111,12.85,0.8583333333,0,131.2048611111,35.7671838531,41.5541333333
201206072000,2012,5,7,159,22,20,6,summer,2,2012-06-07 20:00:00,41.9729757309,,27.1076388889,11.475,1.0875,0,69.0763888889,35.7671838531,41.5541333333
201206080000,2012,6,8,160,22,0,6,summer,2,2012-06-08 00:00:00,35.946130991,,1.0256944444,9.4,1.4333333333,0,36.9631944444,35.7671838531,41.5541333333
201206080400,2012,6,8,160,22,4,6,summer,2,2012-06-08 04:00:00,49.6085486412,,195.2482638889,8.925,1.5125,0,244.8732638889,35.7671838531,41.5541333333
201206080800,2012,6,8,160,22,8,6,summer,2,2012-06-08 08:00:00,88.654355526,,382.0711805556,10.65,1.225,0,470.7274305556,35.7671838531,41.5541333333
201206081200,2012,6,8,160,22,12,6,summer,2,2012-06-08 12:00:00,91.4783072472,,213.7107638889,12.6,0.9,0,305.2107638889,34.256959053,37.9505777778
201206081600,2012,6,8,160,22,16,6,summer,2,2012-06-08 16:00:00,65.8574538231,,4.3958333333,13.025,0.8291666667,0,70.2395833333,34.256959053,37.9505777778
201206082000,2012,6,8,160,22,20,6,summer,2,2012-06-08 20:00:00,38.9308350086,,2.6375,10.975,1.1708333333,0,41.575,34.256959053,37.9505777778
201206090000,2012,7,9,161,23,0,6,summer,2,2012-06-09 00:00:00,34.8950228691,,1.3920138889,10.05,1.325,0,36.2982638889,34.256959053,37.9505777778
201206090400,2012,7,9,161,23,4,6,summer,2,2012-06-09 04:00:00,33.8469057083,,19.7079861111,8.5,1.5833333333,0,53.5517361111,34.256959053,37.9505777778
201206090800,2012,7,9,161,23,8,6,summer,2,2012-06-09 08:00:00,33.8884575367,,120.8121527778,12.3,0.95,0,154.7184027778,34.256959053,37.9505777778
201206091200,2012,7,9,161,23,12,6,summer,2,2012-06-09 12:00:00,34.0684700012,,33.7746527778,13.825,0.6958333333,0,67.8371527778,33.3622569237,34.24325
201206091600,2012,7,9,161,23,16,6,summer,2,2012-06-09 16:00:00,34.452395916,,2.1979166667,15.575,0.4041666667,0,36.6354166667,33.3622569237,34.24325
201206092000,2012,7,9,161,23,20,6,summer,2,2012-06-09 20:00:00,33.7684180737,,1.0989583333,14.225,0.6291666667,0,34.8802083333,33.3622569237,34.24325
201206100000,2012,1,10,162,23,0,6,summer,2,2012-06-10 00:00:00,35.0109312534,,1.0256944444,11.225,1.1291666667,0,36.0569444444,33.3622569237,34.24325
201206100400,2012,1,10,162,23,4,6,summer,2,2012-06-10 04:00:00,33.7999331951,,1.6850694444,10.5,1.25,0,35.4663194444,33.3622569237,34.24325
201206100800,2012,1,10,162,23,8,6,summer,2,2012-06-10 08:00:00,33.7579200268,,26.2284722222,12.275,0.9541666667,0,60.0097222222,33.3622569237,34.24325
201206101200,2012,1,10,162,23,12,6,summer,2,2012-06-10 12:00:00,34.4286270142,,0.659375,15.625,0.3958333333,0,35.065625,34.6908605957,35.1875
201206101600,2012,1,10,162,23,16,6,summer,2,2012-06-10 16:00:00,34.2285840511,,0.3663194444,16.425,0.2625,0,34.6163194444,34.6908605957,35.1875
201206102000,2012,1,10,162,23,20,6,summer,2,2012-06-10 20:00:00,35.1044204235,,1.0256944444,14,0.6666666667,0,36.1194444444,34.6908605957,35.1875
201206110000,2012,2,11,163,23,0,6,summer,2,2012-06-11 00:00:00,34.8622059822,,0.8059027778,11.8,1.0333333333,0,35.6809027778,34.6908605957,35.1875
201206110400,2012,2,11,163,23,4,6,summer,2,2012-06-11 04:00:00,50.2397303581,,43.5920138889,11.875,1.0208333333,0,93.8420138889,34.6908605957,35.1875
201206110800,2012,2,11,163,23,8,6,summer,2,2012-06-11 08:00:00,90.2473111153,,5.934375,15.775,0.3708333333,0,96.184375,34.6908605957,35.1875
201206111200,2012,2,11,163,23,12,6,summer,2,2012-06-11 12:00:00,94.7120084763,,1.5385416667,18.3,0.0166666667,0,96.2572916667,34.4922469177,34.49005
201206111600,2012,2,11,163,23,16,6,summer,2,2012-06-11 16:00:00,71.6287536621,,4.1027777778,18.375,0.025,0,75.7277777778,34.4922469177,34.49005
201206112000,2012,2,11,163,23,20,6,summer,2,2012-06-11 20:00:00,40.9331920147,,1.8315972222,15.425,0.4291666667,0,42.7690972222,34.4922469177,34.49005
201206120000,2012,3,12,164,23,0,6,summer,2,2012-06-12 00:00:00,34.8705990314,,0,15.85,0.3583333333,0,34.875,34.4922469177,34.49005
201206120400,2012,3,12,164,23,4,6,summer,2,2012-06-12 04:00:00,39.545183897,,0,14.825,0.5291666667,0,39.5625,34.4922469177,34.49005
201206120800,2012,3,12,164,23,8,6,summer,2,2012-06-12 08:00:00,92.3780446053,,1.0989583333,15.475,0.4208333333,0,93.4739583333,34.4922469177,34.49005
201206121200,2012,3,12,164,23,12,6,summer,2,2012-06-12 12:00:00,96.7876729965,,6.2274305556,17.55,0.0791666667,0,103.0399305556,35.1286073303,41.23745
201206121600,2012,3,12,164,23,16,6,summer,2,2012-06-12 16:00:00,73.745912075,,4.2493055556,16.225,0.2958333333,0,77.9993055556,35.1286073303,41.23745
201206122000,2012,3,12,164,23,20,6,summer,2,2012-06-12 20:00:00,42.2096335888,,26.7413194444,13.8,0.7,0,68.9600694444,35.1286073303,41.23745
201206130000,2012,4,13,165,23,0,6,summer,2,2012-06-13 00:00:00,35.430516243,,1.8315972222,13.225,0.7958333333,0,37.2378472222,35.1286073303,41.23745
201206130400,2012,4,13,165,23,4,6,summer,2,2012-06-13 04:00:00,40.4389567375,,198.5451388889,11.65,1.0583333333,0,238.9826388889,35.1286073303,41.23745
201206130800,2012,4,13,165,23,8,6,summer,2,2012-06-13 08:00:00,93.3900456429,,256.9364583333,12.2,0.9666666667,0,350.3739583333,35.1286073303,41.23745
201206131200,2012,4,13,165,23,12,6,summer,2,2012-06-13 12:00:00,98.2104234695,,9.7440972222,13.65,0.725,0,107.9315972222,34.9815207863,41.7768444444
201206131600,2012,4,13,165,23,16,6,summer,2,2012-06-13 16:00:00,72.9338965416,,3.3701388889,15.075,0.4875,0,76.3076388889,34.9815207863,41.7768444444
201206132000,2012,4,13,165,23,20,6,summer,2,2012-06-13 20:00:00,41.6894125938,,2.4909722222,13.55,0.7416666667,0,44.1784722222,34.9815207863,41.7768444444
201206140000,2012,5,14,166,23,0,6,summer,2,2012-06-14 00:00:00,35.4554889202,,2.1979166667,10.65,1.225,0,37.6666666667,34.9815207863,41.7768444444
201206140400,2012,5,14,166,23,4,6,summer,2,2012-06-14 04:00:00,39.8076835871,,157.7371527778,10.125,1.3125,0,197.5496527778,34.9815207863,41.7768444444
201206140800,2012,5,14,166,23,8,6,summer,2,2012-06-14 08:00:00,93.6765403748,,313.6427083333,11.75,1.0416666667,0,407.3302083333,34.9815207863,41.7768444444
201206141200,2012,5,14,166,23,12,6,summer,2,2012-06-14 12:00:00,97.8904919624,,88.7225694444,12.725,0.8791666667,0,186.3163194444,37.0382375336,39.40985
201206141600,2012,5,14,166,23,16,6,summer,2,2012-06-14 16:00:00,74.8937597275,,3.8097222222,14.525,0.5791666667,0,78.6847222222,37.0382375336,39.40985
201206142000,2012,5,14,166,23,20,6,summer,2,2012-06-14 20:00:00,43.4365813732,,30.1847222222,11.65,1.0583333333,0,73.6534722222,37.0382375336,39.40985
201206150000,2012,6,15,167,23,0,6,summer,2,2012-06-15 00:00:00,37.115552187,,1.5385416667,8.8,1.5333333333,0,38.6322916667,37.0382375336,39.40985
201206150400,2012,6,15,167,23,4,6,summer,2,2012-06-15 04:00:00,52.0326974392,,49.3065972222,8.725,1.5458333333,0,101.3378472222,37.0382375336,39.40985
201206150800,2012,6,15,167,23,8,6,summer,2,2012-06-15 08:00:00,89.5412406921,,46.7423611111,13.675,0.7208333333,0,136.3048611111,37.0382375336,39.40985
201206151200,2012,6,15,167,23,12,6,summer,2,2012-06-15 12:00:00,93.4236450195,,11.0628472222,15.625,0.3958333333,0,104.5003472222,36.2620319328,36.6984
201206151600,2012,6,15,167,23,16,6,summer,2,2012-06-15 16:00:00,70.5652127266,,1.0256944444,16.025,0.3291666667,0,71.5881944444,36.2620319328,36.6984
201206152000,2012,6,15,167,23,20,6,summer,2,2012-06-15 20:00:00,41.1594982147,,2.4177083333,15.425,0.4291666667,0,43.5739583333,36.2620319328,36.6984
201206160000,2012,7,16,168,24,0,6,summer,2,2012-06-16 00:00:00,36.327914238,,0.2930555556,14.275,0.6208333333,0,36.6368055556,36.2620319328,36.6984
201206160400,2012,7,16,168,24,4,6,summer,2,2012-06-16 04:00:00,35.3137404919,,18.0229166667,13.575,0.7375,0,53.3354166667,36.2620319328,36.6984
201206160800,2012,7,16,168,24,8,6,summer,2,2012-06-16 08:00:00,36.7900631428,,35.6795138889,13.8,0.7,0,72.4920138889,36.2620319328,36.6984
201206161200,2012,7,16,168,24,12,6,summer,2,2012-06-16 12:00:00,36.9004127979,,0,15,0.5,0,36.875,34.9883126869,35.7214222222
201206161600,2012,7,16,168,24,16,6,summer,2,2012-06-16 16:00:00,36.5592486858,,0,15.475,0.4208333333,0,36.5625,34.9883126869,35.7214222222
201206162000,2012,7,16,168,24,20,6,summer,2,2012-06-16 20:00:00,35.7383937836,,1.0256944444,15.2,0.4666666667,0,36.7756944444,34.9883126869,35.7214222222
201206170000,2012,1,17,169,24,0,6,summer,2,2012-06-17 00:00:00,35.4534921646,,1.1722222222,13.025,0.8291666667,0,36.6409722222,34.9883126869,35.7214222222
201206170400,2012,1,17,169,24,4,6,summer,2,2012-06-17 04:00:00,34.9770314693,,16.8506944444,11.775,1.0375,0,51.8194444444,34.9883126869,35.7214222222
201206170800,2012,1,17,169,24,8,6,summer,2,2012-06-17 08:00:00,35.6166841984,,4.7621527778,14.35,0.6083333333,0,40.3871527778,34.9883126869,35.7214222222
201206171200,2012,1,17,169,24,12,6,summer,2,2012-06-17 12:00:00,36.310970068,,3.5166666667,18.125,0.0291666667,0,39.8291666667,35.4193575287,37.0512444444
201206171600,2012,1,17,169,24,16,6,summer,2,2012-06-17 16:00:00,35.6646187305,,2.2711805556,17.175,0.1625,0,37.9586805556,35.4193575287,37.0512444444
201206172000,2012,1,17,169,24,20,6,summer,2,2012-06-17 20:00:00,35.2541117668,,0,14.1,0.65,0,35.25,35.4193575287,37.0512444444
201206180000,2012,2,18,170,24,0,6,summer,2,2012-06-18 00:00:00,34.8267867565,,0,11.05,1.1583333333,0,34.8125,35.4193575287,37.0512444444
201206180400,2012,2,18,170,24,4,6,summer,2,2012-06-18 04:00:00,50.9905602932,,159.9350694444,11.3,1.1166666667,0,210.9350694444,35.4193575287,37.0512444444
201206180800,2012,2,18,170,24,8,6,summer,2,2012-06-18 08:00:00,90.8307943344,,232.2465277778,13.3,0.7833333333,0,323.0902777778,35.4193575287,37.0512444444
201206181200,2012,2,18,170,24,12,6,summer,2,2012-06-18 12:00:00,95.434211731,,86.8909722222,15.625,0.3958333333,0,182.3284722222,34.8557874794,38.7342833333
201206181600,2012,2,18,170,24,16,6,summer,2,2012-06-18 16:00:00,71.3843824863,,2.2711805556,16.025,0.3291666667,0,73.6774305556,34.8557874794,38.7342833333
201206182000,2012,2,18,170,24,20,6,summer,2,2012-06-18 20:00:00,41.1267945766,,1.4652777778,14.275,0.6208333333,0,42.5902777778,34.8557874794,38.7342833333
201206190000,2012,3,19,171,24,0,6,summer,2,2012-06-19 00:00:00,35.1665818691,,0,11.5,1.0833333333,0,35.15625,34.8557874794,38.7342833333
201206190400,2012,3,19,171,24,4,6,summer,2,2012-06-19 04:00:00,39.9627587795,,116.5628472222,10.9,1.1833333333,0,156.5315972222,34.8557874794,38.7342833333
201206190800,2012,3,19,171,24,8,6,summer,2,2012-06-19 08:00:00,92.1361775398,,131.2888888889,13.95,0.675,0,223.4451388889,34.8557874794,38.7342833333
201206191200,2012,3,19,171,24,12,6,summer,2,2012-06-19 12:00:00,96.5853552818,,4.9086805556,15.15,0.475,0,101.5024305556,34.924230896,35.5795055556
201206191600,2012,3,19,171,24,16,6,summer,2,2012-06-19 16:00:00,73.5244615078,,3.0038194444,15.45,0.425,0,76.5350694444,34.924230896,35.5795055556
201206192000,2012,3,19,171,24,20,6,summer,2,2012-06-19 20:00:00,43.2574634552,,3.4434027778,14.175,0.6375,0,46.6934027778,34.924230896,35.5795055556
201206200000,2012,4,20,172,24,0,6,summer,2,2012-06-20 00:00:00,35.5746080875,,1.0256944444,12.625,0.8958333333,0,36.6194444444,34.924230896,35.5795055556
201206200400,2012,4,20,172,24,4,6,summer,2,2012-06-20 04:00:00,40.406055212,,36.7784722222,11.4,1.1,0,77.1847222222,34.924230896,35.5795055556
201206200800,2012,4,20,172,24,8,6,summer,2,2012-06-20 08:00:00,91.9943904877,,7.9125,15.1,0.4833333333,0,99.9125,34.924230896,35.5795055556
201206201200,2012,4,20,172,24,12,6,summer,2,2012-06-20 12:00:00,96.1594944,,3.3701388889,16.875,0.1875,0,99.5263888889,36.0611059265,36.11335
201206201600,2012,4,20,172,24,16,6,summer,2,2012-06-20 16:00:00,69.6530811787,,2.4177083333,17.75,0.075,0,72.0739583333,36.0611059265,36.11335
201206202000,2012,4,20,172,24,20,6,summer,2,2012-06-20 20:00:00,41.8304653168,,1.3920138889,15.325,0.4458333333,0,43.2357638889,36.0611059265,36.11335
201206210000,2012,5,21,173,24,0,6,summer,2,2012-06-21 00:00:00,36.3389217854,,0,15.075,0.4875,0,36.3125,36.0611059265,36.11335
201206210400,2012,5,21,173,24,4,6,summer,2,2012-06-21 04:00:00,41.0396592617,,1.31875,14.1,0.65,0,42.38125,36.0611059265,36.11335
201206210800,2012,5,21,173,24,8,6,summer,2,2012-06-21 08:00:00,88.2782316208,,5.2017361111,17.275,0.1208333333,0,93.5142361111,36.0611059265,36.11335
201206211200,2012,5,21,173,24,12,6,summer,2,2012-06-21 12:00:00,90.9495067596,,2.5642361111,18.775,0,0,93.1892361111,33.6969746094,33.6805333333
201206211600,2012,5,21,173,24,16,6,summer,2,2012-06-21 16:00:00,67.5912585258,,0.5861111111,19.25,0,0,68.2111111111,33.6969746094,33.6805333333
201206212000,2012,5,21,173,24,20,6,summer,2,2012-06-21 20:00:00,39.8706774712,,0.9524305556,16.575,0.2375,0,40.8274305556,33.6969746094,33.6805333333
201206220000,2012,6,22,174,24,0,6,summer,2,2012-06-22 00:00:00,34.1117432117,,0,14.075,0.6541666667,0,34.125,33.6969746094,33.6805333333
201206220400,2012,6,22,174,24,4,6,summer,2,2012-06-22 04:00:00,37.7199699879,,0.0732638889,13.15,0.8083333333,0,37.7607638889,33.6969746094,33.6805333333
201206220800,2012,6,22,174,24,8,6,summer,2,2012-06-22 08:00:00,83.8212528229,,1.8315972222,16,0.3333333333,0,85.7065972222,33.6969746094,33.6805333333
201206221200,2012,6,22,174,24,12,6,summer,2,2012-06-22 12:00:00,92.4623742104,,146.0881944444,14.525,0.5791666667,0,238.5256944444,34.0826338654,37.0841388889
201206221600,2012,6,22,174,24,16,6,summer,2,2012-06-22 16:00:00,68.4723880291,,112.5333333333,13.05,0.825,0,181.0333333333,34.0826338654,37.0841388889
201206222000,2012,6,22,174,24,20,6,summer,2,2012-06-22 20:00:00,39.1650617123,,3.5899305556,11.925,1.0125,0,42.7149305556,34.0826338654,37.0841388889
201206230000,2012,7,23,175,25,0,6,summer,2,2012-06-23 00:00:00,35.0540611744,,0.1465277778,11.7,1.05,0,35.2090277778,34.0826338654,37.0841388889
201206230400,2012,7,23,175,25,4,6,summer,2,2012-06-23 04:00:00,33.3977560997,,9.7440972222,11.7,1.05,0,43.1815972222,34.0826338654,37.0841388889
201206230800,2012,7,23,175,25,8,6,summer,2,2012-06-23 08:00:00,33.6678953171,,17.803125,13.95,0.675,0,51.428125,34.0826338654,37.0841388889
201206231200,2012,7,23,175,25,12,6,summer,2,2012-06-23 12:00:00,34.9684710503,,0.2930555556,16.1,0.3166666667,0,35.2930555556,32.953618042,34.0071333333
201206231600,2012,7,23,175,25,16,6,summer,2,2012-06-23 16:00:00,35.1379482746,,0.0732638889,14.475,0.5875,0,35.1982638889,32.953618042,34.0071333333
201206232000,2012,7,23,175,25,20,6,summer,2,2012-06-23 20:00:00,34.9979128838,,0,11.05,1.1583333333,0,35,32.953618042,34.0071333333
201206240000,2012,1,24,176,25,0,6,summer,2,2012-06-24 00:00:00,34.22570014,,0.1465277778,11.425,1.0958333333,0,34.3965277778,32.953618042,34.0071333333
201206240400,2012,1,24,176,25,4,6,summer,2,2012-06-24 04:00:00,32.9358556271,,0,10.525,1.2458333333,0,32.9375,32.953618042,34.0071333333
201206240800,2012,1,24,176,25,8,6,summer,2,2012-06-24 08:00:00,33.2778139114,,0,13.55,0.7416666667,0,33.3125,32.953618042,34.0071333333
201206241200,2012,1,24,176,25,12,6,summer,2,2012-06-24 12:00:00,34.5405960083,,0,15.675,0.3875,0,34.5,34.5198591728,35.29
201206241600,2012,1,24,176,25,16,6,summer,2,2012-06-24 16:00:00,34.3857986927,,0.4395833333,17.725,0.0458333333,0,34.8145833333,34.5198591728,35.29
201206242000,2012,1,24,176,25,20,6,summer,2,2012-06-24 20:00:00,35.3644874096,,0.2930555556,14.9,0.5166666667,0,35.6680555556,34.5198591728,35.29
201206250000,2012,2,25,177,25,0,6,summer,2,2012-06-25 00:00:00,34.1229839325,,0.8791666667,12.6,0.9,0,35.0041666667,34.5198591728,35.29
201206250400,2012,2,25,177,25,4,6,summer,2,2012-06-25 04:00:00,49.3310129642,,52.1638888889,11.05,1.1583333333,0,101.5388888889,34.5198591728,35.29
201206250800,2012,2,25,177,25,8,6,summer,2,2012-06-25 08:00:00,88.2915663719,,13.5538194444,15.3,0.45,0,101.8038194444,34.5198591728,35.29
201206251200,2012,2,25,177,25,12,6,summer,2,2012-06-25 12:00:00,92.3647780418,,1.7583333333,17.35,0.1083333333,0,94.1958333333,33.6670566406,35.576
201206251600,2012,2,25,177,25,16,6,summer,2,2012-06-25 16:00:00,69.7939252853,,2.0513888889,17.5,0.0833333333,0,71.8013888889,33.6670566406,35.576
201206252000,2012,2,25,177,25,20,6,summer,2,2012-06-25 20:00:00,41.760327816,,1.4652777778,14.725,0.5458333333,0,43.2777777778,33.6670566406,35.576
201206260000,2012,3,26,178,25,0,6,summer,2,2012-06-26 00:00:00,34.2295866013,,0.5861111111,13.925,0.6791666667,0,34.7736111111,33.6670566406,35.576
201206260400,2012,3,26,178,25,4,6,summer,2,2012-06-26 04:00:00,38.2012989521,,97.3677083333,11.975,1.0041666667,0,135.5552083333,33.6670566406,35.576
201206260800,2012,3,26,178,25,8,6,summer,2,2012-06-26 08:00:00,89.3288474083,,102.6427083333,13.85,0.6916666667,0,192.0177083333,33.6670566406,35.576
201206261200,2012,3,26,178,25,12,6,summer,2,2012-06-26 12:00:00,94.9453115463,,2.1246527778,15.575,0.4041666667,0,97.0621527778,33.9818336487,34.1284333333
201206261600,2012,3,26,178,25,16,6,summer,2,2012-06-26 16:00:00,70.6465950012,,1.9048611111,16.175,0.3041666667,0,72.5923611111,33.9818336487,34.1284333333
201206262000,2012,3,26,178,25,20,6,summer,2,2012-06-26 20:00:00,42.1075735092,,1.9048611111,13.9,0.6833333333,0,44.0298611111,33.9818336487,34.1284333333
201206270000,2012,4,27,179,25,0,6,summer,2,2012-06-27 00:00:00,34.330021143,,0.2197916667,12.525,0.9125,0,34.5322916667,33.9818336487,34.1284333333
201206270400,2012,4,27,179,25,4,6,summer,2,2012-06-27 04:00:00,49.7279088497,,45.3503472222,11.525,1.0791666667,0,95.1003472222,33.9818336487,34.1284333333
201206270800,2012,4,27,179,25,8,6,summer,2,2012-06-27 08:00:00,87.263068676,,3.5166666667,15.25,0.4583333333,0,90.7666666667,33.9818336487,34.1284333333
201206271200,2012,4,27,179,25,12,6,summer,2,2012-06-27 12:00:00,90.7623205185,,3.1503472222,18.3,0.1,0,93.9003472222,33.6375042038,33.6416888889
201206271600,2012,4,27,179,25,16,6,summer,2,2012-06-27 16:00:00,67.4594523907,,1.6118055556,19.025,0.0125,0,69.1118055556,33.6375042038,33.6416888889
201206272000,2012,4,27,179,25,20,6,summer,2,2012-06-27 20:00:00,40.4767539501,,0.8791666667,15.45,0.425,0,41.3166666667,33.6375042038,33.6416888889
201206280000,2012,5,28,180,25,0,6,summer,2,2012-06-28 00:00:00,33.9440107346,,0,14.325,0.6125,0,33.9375,33.6375042038,33.6416888889
201206280400,2012,5,28,180,25,4,6,summer,2,2012-06-28 04:00:00,38.6072161198,,0.3663194444,13.525,0.7458333333,0,38.9913194444,33.6375042038,33.6416888889
201206280800,2012,5,28,180,25,8,6,summer,2,2012-06-28 08:00:00,85.4767918587,,1.31875,18.325,0.1166666667,0,86.81875,33.6375042038,33.6416888889
201206281200,2012,5,28,180,25,12,6,summer,2,2012-06-28 12:00:00,90.3937225342,,2.0513888889,19.575,0.0125,0,92.1763888889,33.9474753952,33.7691111111
201206281600,2012,5,28,180,25,16,6,summer,2,2012-06-28 16:00:00,69.6361153126,,2.4909722222,16.075,0.3208333333,0,72.1159722222,33.9474753952,33.7691111111
201206282000,2012,5,28,180,25,20,6,summer,2,2012-06-28 20:00:00,41.5382506847,,1.3920138889,15.5,0.4166666667,0,42.9545138889,33.9474753952,33.7691111111
201206290000,2012,6,29,181,25,0,6,summer,2,2012-06-29 00:00:00,34.4433059692,,0.8791666667,14.975,0.5041666667,0,35.3166666667,33.9474753952,33.7691111111
201206290400,2012,6,29,181,25,4,6,summer,2,2012-06-29 04:00:00,38.3913488388,,0.3663194444,14.925,0.5125,0,38.7413194444,33.9474753952,33.7691111111
201206290800,2012,6,29,181,25,8,6,summer,2,2012-06-29 08:00:00,87.0083751678,,9.4510416667,16.3,0.2833333333,0,96.4510416667,33.9474753952,33.7691111111
201206291200,2012,6,29,181,25,12,6,summer,2,2012-06-29 12:00:00,88.1041297913,,2.7107638889,19.325,0,0,90.8357638889,33.0121285915,33.0316666667
201206291600,2012,6,29,181,25,16,6,summer,2,2012-06-29 16:00:00,65.2180998325,,0.659375,20.325,0,0,65.909375,33.0121285915,33.0316666667
201206292000,2012,6,29,181,25,20,6,summer,2,2012-06-29 20:00:00,38.4988391399,,0.8791666667,18.975,0.0166666667,0,39.3791666667,33.0121285915,33.0316666667
201206300000,2012,7,30,182,26,0,6,summer,2,2012-06-30 00:00:00,33.7051439285,,0,17.325,0.1416666667,0,33.6875,33.0121285915,33.0316666667
201206300400,2012,7,30,182,26,4,6,summer,2,2012-06-30 04:00:00,32.3456035852,,0,15.25,0.4583333333,0,32.375,33.0121285915,33.0316666667
201206300800,2012,7,30,182,26,8,6,summer,2,2012-06-30 08:00:00,32.8910844326,,0,15.425,0.4291666667,0,32.875,33.0121285915,33.0316666667
201206301200,2012,7,30,182,26,12,6,summer,2,2012-06-30 12:00:00,33.8068623543,,0.1465277778,17.475,0.1208333333,0,33.9590277778,33.1983174858,33.004
201206301600,2012,7,30,182,26,16,6,summer,2,2012-06-30 16:00:00,34.7160725594,,0,17.2,0.1333333333,0,34.6875,33.1983174858,33.004
201206302000,2012,7,30,182,26,20,6,summer,2,2012-06-30 20:00:00,34.2600421906,,0,15.9,0.35,0,34.3125,33.1983174858,33.004
201207010000,2012,1,1,183,26,0,7,summer,2,2012-07-01 00:00:00,33.6648824215,,0,13.75,0.7083333333,0,33.625,33.1983174858,33.004
201207010400,2012,1,1,183,26,4,7,summer,2,2012-07-01 04:00:00,32.736522913,,0,12.7,0.8833333333,0,32.75,33.1983174858,33.004
201207010800,2012,1,1,183,26,8,7,summer,2,2012-07-01 08:00:00,32.853379488,,0,14.15,0.6416666667,0,32.875,33.1983174858,33.004
201207011200,2012,1,1,183,26,12,7,summer,2,2012-07-01 12:00:00,34.0644385815,,0,16.6,0.2333333333,0,34.0625,33.4315953369,34.0135
201207011600,2012,1,1,183,26,16,7,summer,2,2012-07-01 16:00:00,33.7111239433,,0,17.9,0.0208333333,0,33.6875,33.4315953369,34.0135
201207012000,2012,1,1,183,26,20,7,summer,2,2012-07-01 20:00:00,34.0123803616,,0,15.275,0.4541666667,0,34.0625,33.4315953369,34.0135
201207020000,2012,2,2,184,26,0,7,summer,2,2012-07-02 00:00:00,33.3118805885,,0,13.975,0.6708333333,0,33.3125,33.4315953369,34.0135
201207020400,2012,2,2,184,26,4,7,summer,2,2012-07-02 04:00:00,32.9490246773,,24.5434027778,12.875,0.8541666667,0,57.4809027778,33.4315953369,34.0135
201207020800,2012,2,2,184,26,8,7,summer,2,2012-07-02 08:00:00,37.0606348515,,16.484375,12.875,0.8541666667,0,53.546875,33.4315953369,34.0135
201207021200,2012,2,2,184,26,12,7,summer,2,2012-07-02 12:00:00,37.7043406963,,9.3045138889,13.575,0.7375,0,46.9920138889,34.372306366,37.8115166667
201207021600,2012,2,2,184,26,16,7,summer,2,2012-07-02 16:00:00,37.1256093979,,9.6708333333,14.475,0.5875,0,46.7958333333,34.372306366,37.8115166667
201207022000,2012,2,2,184,26,20,7,summer,2,2012-07-02 20:00:00,34.5196809769,,6.9600694444,12.575,0.9041666667,0,41.5225694444,34.372306366,37.8115166667
201207030000,2012,3,3,185,26,0,7,summer,2,2012-07-03 00:00:00,34.0183334351,,0,11.075,1.1541666667,0,34,34.372306366,37.8115166667
201207030400,2012,3,3,185,26,4,7,summer,2,2012-07-03 04:00:00,48.6410865784,,123.303125,10.825,1.1958333333,0,171.928125,34.372306366,37.8115166667
201207030800,2012,3,3,185,26,8,7,summer,2,2012-07-03 08:00:00,88.9086227417,,247.5586805556,12.125,0.9791666667,0,336.4961805556,34.372306366,37.8115166667
201207031200,2012,3,3,185,26,12,7,summer,2,2012-07-03 12:00:00,92.3236370087,,12.9677083333,13.325,0.7791666667,0,105.2802083333,33.9243380737,34.3785333333
201207031600,2012,3,3,185,26,16,7,summer,2,2012-07-03 16:00:00,70.6784234047,,4.1760416667,14.1,0.65,0,74.8635416667,33.9243380737,34.3785333333
201207032000,2012,3,3,185,26,20,7,summer,2,2012-07-03 20:00:00,41.0912835598,,6.3739583333,12.15,0.975,0,47.4989583333,33.9243380737,34.3785333333
201207040000,2012,4,4,186,26,0,7,summer,2,2012-07-04 00:00:00,34.28455019,,0.659375,9.725,1.3791666667,0,34.971875,33.9243380737,34.3785333333
201207040400,2012,4,4,186,26,4,7,summer,2,2012-07-04 04:00:00,43.2894458771,,41.2475694444,9.875,1.3541666667,0,84.4975694444,33.9243380737,34.3785333333
201207040800,2012,4,4,186,26,8,7,summer,2,2012-07-04 08:00:00,88.3452911377,,26.0819444444,13.65,0.725,0,114.4569444444,33.9243380737,34.3785333333
